Store,Cat,Date,Margin,Sales,Profit,COGS
1,4,01/08/2017,0.5462,33872.07,18500.92463,15371.14537
1,4,01/08/2018,0.5462,33872.07,18500.92463,15371.14537
1,4,01/09/2017,0.5462,37809.49,20651.54344,17157.94656
1,4,01/09/2018,0.5462,37809.49,20651.54344,17157.94656
1,4,01/10/2017,0.5462,36174.43,19758.47367,16415.95633
1,4,01/10/2018,0.5462,36174.43,19758.47367,16415.95633
1,4,01/11/2017,0.5462,34740.19,18975.09178,15765.09822
1,4,01/11/2018,0.5462,34740.19,18975.09178,15765.09822
1,4,01/12/2017,0.5462,33806.71,18465.225,15341.485
1,4,01/12/2018,0.5462,33806.71,18465.225,15341.485
1,4,01/01/2017,0.5462,428068.22,233810.8618,194257.3582
1,4,01/01/2018,0.5462,428068.22,233810.8618,194257.3582
2,1,01/01/2017,0.5432,35034.06,19030.50139,16003.55861
2,1,01/01/2018,0.5432,35034.06,19030.50139,16003.55861
2,1,01/02/2017,0.5432,60483.7,32854.74584,27628.95416
2,1,01/02/2018,0.5432,60483.7,32854.74584,27628.95416
2,1,01/03/2017,0.5432,58221.52,31625.92966,26595.59034
2,1,01/03/2018,0.5432,58221.52,31625.92966,26595.59034
2,1,01/04/2017,0.5432,25962.32,14102.73222,11859.58778
2,1,01/04/2018,0.5432,25962.32,14102.73222,11859.58778
2,1,01/05/2017,0.5432,27372.05,14868.49756,12503.55244
2,1,01/05/2018,0.5432,27372.05,14868.49756,12503.55244
2,1,01/06/2017,0.5432,28660.87,15568.58458,13092.28542
2,1,01/06/2018,0.5432,28660.87,15568.58458,13092.28542
2,1,01/07/2017,0.5432,28446.92,15452.36694,12994.55306
2,1,01/07/2018,0.5432,28446.92,15452.36694,12994.55306
2,1,01/08/2017,0.5432,32213.99,17498.63937,14715.35063
2,1,01/08/2018,0.5432,32213.99,17498.63937,14715.35063
2,1,01/09/2017,0.5432,82766.07,44958.52922,37807.54078
2,1,01/09/2018,0.5432,82766.07,44958.52922,37807.54078
2,1,01/10/2017,0.5432,66560,36155.392,30404.608
2,1,01/10/2018,0.5432,66560,36155.392,30404.608
2,1,01/11/2017,0.5432,21308.59,11574.82609,9733.763912
2,1,01/11/2018,0.5432,21308.59,11574.82609,9733.763912
2,1,01/12/2017,0.5432,22163.12,12039.00678,10124.11322
2,1,01/12/2018,0.5432,22163.12,12039.00678,10124.11322
2,1,01/01/2017,0.5432,489193.21,265729.7517,223463.4583
2,1,01/01/2018,0.5432,489193.21,265729.7517,223463.4583
2,2,01/01/2017,0.5542,74661.16,41377.21487,33283.94513
2,2,01/01/2018,0.5542,74661.16,41377.21487,33283.94513
2,2,01/02/2017,0.5542,65487.46,36293.15033,29194.30967
2,2,01/02/2018,0.5542,65487.46,36293.15033,29194.30967
2,2,01/03/2017,0.5542,70853.58,39267.05404,31586.52596
2,2,01/03/2018,0.5542,70853.58,39267.05404,31586.52596
2,2,01/04/2017,0.5542,64963.9,36002.99338,28960.90662
2,2,01/04/2018,0.5542,64963.9,36002.99338,28960.90662
2,2,01/05/2017,0.5542,68428.64,37923.15229,30505.48771
2,2,01/05/2018,0.5542,68428.64,37923.15229,30505.48771
2,2,01/06/2017,0.5542,66622.03,36921.92903,29700.10097
2,2,01/06/2018,0.5542,66622.03,36921.92903,29700.10097
2,2,01/07/2017,0.5542,64307.01,35638.94494,28668.06506
2,2,01/07/2018,0.5542,64307.01,35638.94494,28668.06506
2,2,01/08/2017,0.5542,59770.18,33124.63376,26645.54624
2,2,01/08/2018,0.5542,59770.18,33124.63376,26645.54624
2,2,01/09/2017,0.5542,68286.2,37844.21204,30441.98796
2,2,01/09/2018,0.5542,68286.2,37844.21204,30441.98796
2,2,01/10/2017,0.5542,64295.22,35632.41092,28662.80908
2,2,01/10/2018,0.5542,64295.22,35632.41092,28662.80908
2,2,01/11/2017,0.5542,65172.2,36118.43324,29053.76676
2,2,01/11/2018,0.5542,65172.2,36118.43324,29053.76676
2,2,01/12/2017,0.5542,66471.86,36838.70481,29633.15519
2,2,01/12/2018,0.5542,66471.86,36838.70481,29633.15519
2,2,01/01/2017,0.5542,799319.44,442982.8336,356336.6064
2,2,01/01/2018,0.5542,799319.44,442982.8336,356336.6064
2,3,01/01/2017,0.5212,16873.2,8794.31184,8078.88816
2,3,01/01/2018,0.5212,16873.2,8794.31184,8078.88816
2,3,01/02/2017,0.5212,13821.01,7203.510412,6617.499588
2,3,01/02/2018,0.5212,13821.01,7203.510412,6617.499588
2,3,01/03/2017,0.5212,14607.28,7613.314336,6993.965664
2,3,01/03/2018,0.5212,14607.28,7613.314336,6993.965664
2,3,01/04/2017,0.5212,15635.95,8149.45714,7486.49286
2,3,01/04/2018,0.5212,15635.95,8149.45714,7486.49286
2,3,01/05/2017,0.5212,14895.96,7763.774352,7132.185648
2,3,01/05/2018,0.5212,14895.96,7763.774352,7132.185648
2,3,01/06/2017,0.5212,13061.56,6807.685072,6253.874928
2,3,01/06/2018,0.5212,13061.56,6807.685072,6253.874928
2,3,01/07/2017,0.5212,10394.28,5417.498736,4976.781264
2,3,01/07/2018,0.5212,10394.28,5417.498736,4976.781264
2,3,01/08/2017,0.5212,12406.44,6466.236528,5940.203472
2,3,01/08/2018,0.5212,12406.44,6466.236528,5940.203472
2,3,01/09/2017,0.5212,13404.23,6986.284676,6417.945324
2,3,01/09/2018,0.5212,13404.23,6986.284676,6417.945324
2,3,01/10/2017,0.5212,12873.09,6709.454508,6163.635492
2,3,01/10/2018,0.5212,12873.09,6709.454508,6163.635492
2,3,01/11/2017,0.5212,11547.5,6018.557,5528.943
2,3,01/11/2018,0.5212,11547.5,6018.557,5528.943
2,3,01/12/2017,0.5212,11862.26,6182.609912,5679.650088
2,3,01/12/2018,0.5212,11862.26,6182.609912,5679.650088
2,3,01/01/2017,0.5212,161382.76,84112.69451,77270.06549
2,3,01/01/2018,0.5212,161382.76,84112.69451,77270.06549
2,4,01/01/2017,0.5462,47681.96,26043.88655,21638.07345
2,4,01/01/2018,0.5462,47681.96,26043.88655,21638.07345
2,4,01/02/2017,0.5462,44197.95,24140.92029,20057.02971
2,4,01/02/2018,0.5462,44197.95,24140.92029,20057.02971
2,4,01/03/2017,0.5462,46131.14,25196.82867,20934.31133
2,4,01/03/2018,0.5462,46131.14,25196.82867,20934.31133
2,4,01/04/2017,0.5462,42126.71,23009.609,19117.101
2,4,01/04/2018,0.5462,42126.71,23009.609,19117.101
2,4,01/05/2017,0.5462,46937.81,25637.43182,21300.37818
2,4,01/05/2018,0.5462,46937.81,25637.43182,21300.37818
2,4,01/06/2017,0.5462,42489.21,23207.6065,19281.6035
2,4,01/06/2018,0.5462,42489.21,23207.6065,19281.6035
2,4,01/07/2017,0.5462,44622.56,24372.84227,20249.71773
2,4,01/07/2018,0.5462,44622.56,24372.84227,20249.71773
2,4,01/08/2017,0.5462,41455.34,22642.90671,18812.43329
2,4,01/08/2018,0.5462,41455.34,22642.90671,18812.43329
2,4,01/09/2017,0.5462,47951.76,26191.25131,21760.50869
2,4,01/09/2018,0.5462,47951.76,26191.25131,21760.50869
2,4,01/10/2017,0.5462,45280.89,24732.42212,20548.46788
2,4,01/10/2018,0.5462,45280.89,24732.42212,20548.46788
2,4,01/11/2017,0.5462,43463.55,23739.79101,19723.75899
2,4,01/11/2018,0.5462,43463.55,23739.79101,19723.75899
2,4,01/12/2017,0.5462,43703.76,23870.99371,19832.76629
2,4,01/12/2018,0.5462,43703.76,23870.99371,19832.76629
2,4,01/01/2017,0.5462,536042.64,292786.49,243256.15
2,4,01/01/2018,0.5462,536042.64,292786.49,243256.15
